"ContentId","StableId","ContentType","ContentSubtype","SourceKind","SeasonId","SeasonNumber","UniverseYearOrDate","RaceOrEventId","DriverId","TeamId","StoryThreadId","Title","ContentProvenance","ExpectedAssetId","ConfiguredAssetPath","ResolvedPhysicalFile","CurrentFallbackPath","UiSurfaces","Ships","ReachableInUi","ImageWidth","ImageHeight","AspectRatio","FileFormat","FileSizeBytes","HasAlpha","DecodeStatus","BuildCopyStatus","PublishPackageStatus","Sha256","PerceptualHash","ExactReuseCount","NearDuplicateReuseCount","ExactDuplicateGroup","NearDuplicateGroup","PlaceholderDetectionReason","CurrentAuditStatus","Severity","RecommendedAction","NewArtRequired","Notes","SourceFile","SourceLocator"
"newsroom-template:ec.repair.card","ec.repair.card","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","majorRepairBill","","","","The bill arrives: {team} counts the cost[[?venue: of {venue}]]","careerUniverse","newsroom:ec.repair.card","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[2]"
"newsroom-template:ec.repair.feature","ec.repair.feature","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","majorRepairBill","","","","What a shunt really costs","careerUniverse","newsroom:ec.repair.feature","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[3]"
"newsroom-template:ec.sponsor.card","ec.sponsor.card","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","sponsorSigned","","","","New backing lands at {team}[[?sponsor: - {sponsor} signs on]]","careerUniverse","newsroom:ec.sponsor.card","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[0]"
"newsroom-template:ec.sponsor.feature","ec.sponsor.feature","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","sponsorSigned","","","","The deal behind the decal[[?sponsor: - inside the {sponsor} agreement]]","careerUniverse","newsroom:ec.sponsor.feature","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[1]"
"newsroom-template:ec.windfall.card","ec.windfall.card","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","financialWindfall","","","","The cheque clears: a windfall season for {team}","careerUniverse","newsroom:ec.windfall.card","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[6]"
"newsroom-template:ec.windfall.feature","ec.windfall.feature","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","financialWindfall","","","","How the front pays: {team}'s season settlement","careerUniverse","newsroom:ec.windfall.feature","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[7]"
"newsroom-template:first-points.feature","first-points.feature","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","firstPoints","","","","Off the mark: first points for {subject}","careerUniverse","newsroom:first-points.feature","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[9]"
"newsroom-template:first-pole.feature","first-pole.feature","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","firstPole","","","","First pole for {subject}","careerUniverse","newsroom:first-pole.feature","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[19]"
"newsroom-template:first-retirement.note","first-retirement.note","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","firstRetirement","","","","A first blank: {subject} learns the other side of racing","careerUniverse","newsroom:first-retirement.note","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[17]"
"newsroom-template:first-start.debut","first-start.debut","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","firstStart","","","","Debut day: {subject} joins the World Championship grid","careerUniverse","newsroom:first-start.debut","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[10]"
"newsroom-template:first-win.feature","first-win.feature","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","firstWin","","","","The day it all changed: {player's} maiden victory","careerUniverse","newsroom:first-win.feature","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[8]"
"newsroom-template:history-diverged.champion","history-diverged.champion","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","historyDiverged","","","","A different champion: this universe crowns {winner}","hybrid","newsroom:history-diverged.champion","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/020-divergence.json","templates[1]"
"newsroom-template:history-diverged.race","history-diverged.race","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","historyDiverged","","","","Alternate timeline: {winner} wins where history chose {rival}","hybrid","newsroom:history-diverged.race","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/020-divergence.json","templates[0]"
"newsroom-template:history-held.champion","history-held.champion","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","historyHeld","","","","History holds: {winner} champion in both timelines","verifiedHistorical","newsroom:history-held.champion","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/020-divergence.json","templates[2]"
"newsroom-template:injured.sidelined","injured.sidelined","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","playerInjured","","","","{subject} injured[[?missRaces: - out for {missRaces}]]","careerUniverse","newsroom:injured.sidelined","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[51]"
"newsroom-template:injury.season-ending","injury.season-ending","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","seasonEndingInjury","","","","Season over: {subject} ruled out by injury","careerUniverse","newsroom:injury.season-ending","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[52]"
"newsroom-template:lead-changed.neutral","lead-changed.neutral","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","leadChangedHands","","","","New name on top: {subject} leads the championship[[?rival: as {rival} slips]]","careerUniverse","newsroom:lead-changed.neutral","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[28]"
